Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-1246.369	-1465.889	219.5207	0.3311261	0.359861	0.591271	0.0374987	0.0113694	1.449908	1.388599
6	-1244.927	-1463.539	218.6114	0.3881764	0.467665	0.471276	0.0484799	0.0125793	1.069796	2.255443
12	-1237.011	-1456.054	219.0432	0.4302069	0.471642	0.488521	0.0387683	0.00106857	1.188815	1.867631
18	-1237.555	-1456.196	218.6416	0.4059957	0.325509	0.59689	0.0702509	0.00735053	1.174631	2.158554
24	-1231.798	-1449.158	217.3599	0.3817694	0.264799	0.688789	0.0157237	0.0306889	0.9941299	3.076897
30	-1239.712	-1457.036	217.3244	0.434522	0.440757	0.533384	0.00736526	0.0184934	0.9161352	3.117587
36	-1242.302	-1459.738	217.436	0.3389648	0.445671	0.539331	0.00380331	0.0111942	0.8805514	3.117587
42	-1238.645	-1458.399	219.754	0.2650889	0.532175	0.447843	0.0122782	0.00770436	1.234637	1.395182
48	-1245.082	-1463.991	218.9091	0.3174057	0.442237	0.496706	0.0328987	0.0281577	1.27788	1.955469
54	-1245.665	-1465.325	219.6605	0.247045	0.446737	0.50176	0.0274563	0.0240468	1.31839	1.403428
60	-1230.256	-1449.791	219.5346	0.2255152	0.71079	0.252369	0.0211489	0.015692	1.418759	1.419902
66	-1223.33	-1443.318	219.9886	0.1809947	0.591	0.31462	0.0263656	0.0680137	1.200052	1.201169
72	-1220.798	-1440.689	219.8917	0.2190704	0.685725	0.27292	0.0220019	0.0193529	1.414661	1.126323
78	-1225.519	-1444.78	219.2613	0.2504964	0.50405	0.4505	0.0241804	0.0212692	1.198587	1.782525
84	-1224.961	-1443.759	218.7976	0.3376631	0.349911	0.627253	0.016786	0.00605031	0.9511208	2.235677
90	-1243.119	-1461.938	218.8188	0.3659767	0.32837	0.588639	0.0594004	0.0235904	0.9104047	2.235677
96	-1230.446	-1448.395	217.9488	0.1989867	0.32657	0.620318	0.0282515	0.0248599	0.7589225	2.890353
102	-1229.159	-1447.746	218.5869	0.2299873	0.361901	0.570678	0.0445501	0.0228705	1.066134	2.315233
108	-1248.211	-1466.742	218.5307	0.2488999	0.26788	0.67945	0.0383804	0.0142895	1.125211	2.315233
114	-1249.786	-1469.075	219.2894	0.4003543	0.421547	0.4919	0.0714878	0.0150648	1.164518	1.732039
120	-1254.133	-1472.335	218.2023	0.4003543	0.290823	0.648994	0.0497893	0.0103932	1.093509	2.493223
126	-1250.061	-1467.984	217.9228	0.415424	0.205753	0.742354	0.0352251	0.0166682	0.9453835	2.74946
132	-1249.721	-1467.844	218.1226	0.2791865	0.197375	0.697495	0.0514972	0.0536332	0.8328465	2.74946
138	-1230.859	-1448.835	217.9762	0.2363614	0.590243	0.384404	0.00791727	0.0174357	0.8954574	2.802119
144	-1243.369	-1462.378	219.009	0.2959689	0.372402	0.577976	0.00595414	0.0436681	1.019207	2.067821
150	-1243.634	-1462.411	218.777	0.2112093	0.47514	0.44968	0.00836509	0.0668155	0.9353324	2.272121
156	-1244.462	-1463.693	219.2307	0.1692539	0.323221	0.414036	0.0293301	0.233412	1.04558	1.869814
162	-1258.805	-1476.404	217.5998	0.6346431	0.447146	0.51016	0.0091451	0.033549	0.8123784	2.893475
168	-1245.335	-1463.232	217.8961	0.2950094	0.345654	0.623862	0.0133793	0.0171041	0.8171556	2.893475
174	-1247.879	-1466.26	218.3811	0.5117661	0.333084	0.521084	0.10899	0.0368427	1.212226	2.238281
180	-1237.334	-1456.178	218.8434	0.3567316	0.290175	0.60546	0.0880919	0.0162736	1.075502	2.116856
186	-1236.558	-1454.816	218.2576	0.2742927	0.429592	0.531635	0.0186523	0.0201203	0.9487301	2.595889
192	-1236.32	-1455.277	218.9571	0.2742927	0.345547	0.58647	0.0385879	0.0293951	1.01278	2.110698
198	-1258.049	-1476.433	218.3845	0.4263959	0.338202	0.574004	0.0377676	0.0500261	1.114622	2.350827
204	-1254.964	-1473.62	218.6563	0.2689881	0.202189	0.702128	0.063488	0.0321948	1.188219	2.193037
210	-1258.796	-1476.329	217.5334	1.071461	0.856205	0.0112488	0.0902003	0.0423461	0.7964714	2.668975
216	-1255.294	-1472.385	217.0915	1.389296	0.568424	0.277092	0.0486896	0.105794	0.9545971	2.660706
222	-1243.413	-1460.579	217.1657	1.309736	0.582188	0.283802	0.0256549	0.108356	0.9545971	2.659188
228	-1248.776	-1466.439	217.6633	0.9668976	0.627048	0.268239	0.048059	0.0566537	0.786416	2.659188
234	-1235.415	-1452.23	216.8148	0.9668976	0.592634	0.254154	0.12832	0.0248915	0.8116137	3.156577
240	-1244.455	-1460.815	216.3605	0.9668976	0.615252	0.263854	0.0950521	0.0258415	0.7150164	3.480934
246	-1232.846	-1449.495	216.6491	1.097372	0.715606	0.124914	0.116271	0.0432091	0.6761624	3.25836
252	-1231.087	-1447.493	216.406	1.097372	0.754254	0.13075	0.110475	0.00452062	0.4634018	3.525767
258	-1234.446	-1450.665	216.2192	1.097372	0.722109	0.0156343	0.257373	0.00488353	0.6501681	3.525767
264	-1236.804	-1452.211	215.4066	1.055034	0.553525	0.208144	0.236361	0.00197096	0.6196751	4.035524
270	-1245.426	-1462.332	216.9059	0.2596531	0.299266	0.598529	0.0821782	0.0200268	0.6345932	3.592448
276	-1247.904	-1465.351	217.447	0.2771821	0.486839	0.444094	0.0565072	0.0125601	0.6613123	3.258202
282	-1248.935	-1466.891	217.9564	0.2916594	0.248541	0.587765	0.14707	0.0166235	0.9737986	2.762471
288	-1257.375	-1475.338	217.9635	0.2286634	0.223956	0.654311	0.0841273	0.0376056	0.9713616	2.762471
294	-1233.86	-1451.962	218.1016	0.3069936	0.354375	0.488415	0.0912803	0.0659302	0.9060367	2.711117
300	-1239.632	-1458.266	218.6333	0.2696215	0.316584	0.4835	0.095027	0.104889	0.8955473	2.394823
306	-1235.373	-1453.516	218.1425	0.2696215	0.46957	0.357342	0.0894911	0.0835967	0.926426	2.681264
312	-1237.35	-1455.758	218.4087	0.2524153	0.556134	0.339606	0.053225	0.0510351	0.8777989	2.547858
318	-1247.269	-1465.523	218.2537	0.2226821	0.659515	0.27521	0.04533	0.0199447	1.027401	2.547858
324	-1246.732	-1465.466	218.7337	0.2280675	0.276875	0.577834	0.100898	0.0443939	1.00535	2.259874
330	-1242.49	-1460.51	218.02	0.2224256	0.469631	0.426226	0.0944608	0.00968238	1.065764	2.668649
336	-1245.842	-1463.929	218.0873	0.4159166	0.429403	0.467863	0.0514523	0.0512816	0.9976709	2.616014
342	-1240.193	-1459.326	219.1334	0.2400557	0.434759	0.455129	0.0500519	0.0600595	1.275883	1.817042
348	-1241.989	-1461.456	219.4665	0.2163961	0.392218	0.407977	0.0951716	0.104633	1.123422	1.685399
354	-1250.119	-1469.376	219.2565	0.233442	0.510971	0.364758	0.0587837	0.0654882	1.239588	1.755888
360	-1246.352	-1465.759	219.4069	0.2344799	0.507127	0.352635	0.0583416	0.0818957	1.089402	1.755888
366	-1246.55	-1465.944	219.394	0.2444767	0.602239	0.322695	0.0280117	0.0470541	1.252429	1.650702
372	-1253.997	-1472.37	218.3726	0.388066	0.487254	0.447098	0.0451023	0.0205458	1.323038	2.24624
378	-1232.084	-1450.426	218.3422	0.294811	0.464974	0.476251	0.042257	0.0165174	1.099442	2.445116
384	-1253.75	-1472.798	219.0482	0.2278947	0.741066	0.196372	0.0432606	0.0193009	1.160256	1.95185
390	-1245.208	-1462.384	217.1759	1.757612	0.754635	0.130735	0.0334731	0.0811573	0.8279609	2.493794
396	-1238.815	-1455.778	216.9637	1.645367	0.765605	0.11028	0.0487743	0.0753408	0.8738177	2.653748
402	-1241.945	-1458.286	216.3415	1.094714	0.73198	0.130116	0.131837	0.00606727	0.7853567	3.376736
408	-1236.831	-1454.654	217.8227	0.9360077	0.718821	0.0728112	0.195667	0.0127005	0.5884718	2.702124
414	-1227.138	-1443.201	216.0624	1.246912	0.724087	0.187546	0.0706445	0.0177233	0.6909148	3.51047
420	-1229.782	-1445.663	215.8807	1.165997	0.722623	0.140802	0.10926	0.0273146	0.5518006	3.740778
426	-1232.483	-1448.072	215.5892	1.384333	0.754003	0.145616	0.0803049	0.0200758	0.676873	3.720575
432	-1244.869	-1464.518	219.6492	0.2823113	0.351272	0.567294	0.0533858	0.0280481	1.321321	1.40623
438	-1242.104	-1461.557	219.4524	0.2248342	0.397325	0.489348	0.0615696	0.0517572	1.273553	1.590091
444	-1232.448	-1449.695	217.2474	1.331741	0.682396	0.254232	0.050837	0.0125353	0.7719014	2.708942
450	-1231.246	-1448.376	217.1306	1.3912	0.632812	0.308965	0.0550581	0.00316498	0.6428184	2.826403
456	-1236.093	-1453.501	217.4074	0.9102788	0.538501	0.411953	0.0468526	0.00269328	0.5963024	2.965489
462	-1237.981	-1454.809	216.8275	1.378562	0.555497	0.354789	0.0596543	0.0300595	0.7270703	2.965489
468	-1236.967	-1455.223	218.2561	0.8979354	0.58742	0.376481	0.0271437	0.00895468	0.6459681	2.421282
474	-1240.155	-1458.21	218.0546	0.6075915	0.480407	0.461019	0.0477621	0.0108125	0.6532491	2.730966
480	-1239.135	-1456.404	217.2683	0.8090283	0.431707	0.440473	0.112891	0.0149299	0.5927901	3.113609
486	-1226.911	-1444.781	217.8697	0.5779524	0.356149	0.606966	0.0256825	0.0112026	0.657433	2.859929
492	-1229.901	-1448.116	218.2144	0.3986497	0.35841	0.625717	0.00868657	0.00718686	0.890334	2.612907
498	-1233.296	-1451.31	218.0141	0.3183325	0.395417	0.548022	0.027716	0.0288458	1.147368	2.612907
504	-1236.725	-1455.572	218.847	0.4656003	0.364038	0.52895	0.0375076	0.0695046	0.9852819	2.112599
510	-1242.489	-1460.594	218.1047	0.5820049	0.349766	0.577715	0.0384871	0.0340319	0.9852819	2.511406
516	-1247.144	-1465.243	218.0989	0.6052864	0.436999	0.401599	0.117578	0.043824	0.9690858	2.50991
522	-1236.497	-1456.409	219.9111	0.1690371	0.61614	0.340056	0.0339574	0.0098472	1.785295	0.5088117
528	-1225.125	-1444.947	219.8226	0.2156099	0.77272	0.184244	0.0300865	0.0129492	1.872257	0.6757217
534	-1228.004	-1447.788	219.7842	0.2391168	0.557617	0.360784	0.0544891	0.027109	1.965	0.5436733
540	-1229.565	-1449.317	219.7515	0.2391168	0.550727	0.335499	0.100677	0.013097	1.994181	0.4423303
546	-1233.53	-1453.124	219.594	0.2501476	0.486694	0.393664	0.088971	0.0306711	2.152595	0.4423303
552	-1235.302	-1454.832	219.5304	0.2233711	0.554383	0.337182	0.0806368	0.0277981	2.182647	0.3781058
558	-1239.343	-1458.811	219.4675	0.2451745	0.564088	0.337989	0.0606583	0.037265	2.250352	0.3781058
564	-1247.53	-1467.225	219.6945	0.2502961	0.657449	0.233257	0.0560574	0.0532362	2.053857	0.4496649
570	-1229.073	-1448.793	219.7198	0.2172673	0.648163	0.251607	0.0641316	0.0360991	2.01167	0.4195811
576	-1235.788	-1455.586	219.7979	0.186443	0.740521	0.191613	0.0311932	0.0366726	1.908905	0.4195811
582	-1242.025	-1461.86	219.8348	0.2174418	0.725811	0.20219	0.0422772	0.0297225	1.908905	0.46625
588	-1246.89	-1466.669	219.7792	0.2547674	0.603313	0.332668	0.0151155	0.0489033	1.944816	0.6320448
594	-1241.102	-1461.065	219.9624	0.2225436	0.486188	0.451706	0.018952	0.043154	1.729823	0.686709
600	-1230.508	-1450.563	220.0547	0.2467607	0.527716	0.428143	0.0134698	0.030671	1.590448	0.770346
606	-1239.739	-1459.291	219.5527	0.3775192	0.350343	0.624402	0.0196443	0.00561103	1.651709	1.169856
